# GUASSIAN SAMPLES
1.171572630984037300e+00,1.963743323386420547e+00,9.668733809445846372e-01,-4.587018816143936029e+00
-5.005466049033954867e+00,2.786029516576209453e+00,-2.001065024463938524e+00,-5.850684717514933020e+00
-3.262160718928692305e+00,-1.025863166948778105e+00,7.204700513949770624e+00,-8.137252597909330198e-01
-4.063821815510593183e-02,6.034567592974737771e+00,1.165688971258722617e-01,6.072868633416432793e-01
-6.041021205210515888e+00,1.418574154565385159e+00,4.837656589273604091e+00,-1.155161796775627137e+00
-4.271855886806529057e+00,-1.208177119396974675e+01,-1.457559863828005398e+00,4.704107723056187851e-01
-2.369698113506844006e-01,-6.780719136150342052e+00,1.063695826586260651e+01,6.089117593090072944e+00
-3.976582780254044103e+00,8.976459505963035213e+00,6.478475334247976392e+00,-4.459784582508524942e+00
1.209804802897791909e+00,-7.355697973565937353e+00,2.984693265935745021e+00,-6.907958993522482771e+00
-1.284926829318644437e-01,4.533867737932923525e+00,-4.481035597741025001e+00,2.025972282159834048e+00
-2.720533623238195364e+00,-3.763306752558211343e+00,1.652555467615401952e-02,2.235544128516050666e+00
-5.347517151093164056e-01,3.647979202844973123e+00,8.198643662350125538e+00,7.677599354632964612e-01
-8.754799504824011258e-01,-1.241076835060541450e+00,6.466714094448740013e+00,-3.823554620654265435e+00
-1.048719224408943829e+00,-2.441654729442144234e+00,-5.362971362953386389e+00,-5.879212852630297803e-01
-7.278262126699297951e+00,-3.182288162873498472e+00,5.636798346522088998e+00,1.929060929907762123e-01
-3.967328743241286482e+00,1.046701509931816254e+01,4.711542876013656844e+00,-4.492782182548983094e+00
-3.883026163193505020e+00,6.951892273211097706e-01,4.047940559550619710e+00,-4.949261824404798560e+00
-4.281562050072528436e+00,-6.363589786010206417e+00,-8.031932746991412131e+00,-5.949476121414848606e+00
-4.925529948489871579e+00,1.576106828765826195e+00,6.505155193280588222e+00,1.631303344702295099e-01
-1.988628111954346966e-01,2.387009137363827804e+00,5.711450394007989928e+00,-3.512593389033087377e+00
-1.460752436707302149e+00,-3.676031831936283467e+00,-1.300876340995494118e+01,-2.898336703954112359e+00
-4.195872314435804995e+00,-4.744637212699969187e-01,-3.019582975848843720e+00,2.155173560777220221e+00
-5.291898840263533188e+00,-6.020994220031632427e-01,1.654699712451269900e+00,-6.427488792708743404e+00
1.351925520468304498e+00,-1.769669867813167485e+00,1.101962293063140530e+00,6.235498645033921150e-01
-2.667221097019023102e+00,-7.955612457859545295e+00,3.060047413233379920e+00,-5.341475762035045705e+00
-4.742515479247808585e+00,2.289443878913103525e+00,5.973984025987461699e+00,-5.030605685707097763e+00
-2.643780791791153106e+00,-7.145909827058186004e+00,-1.178591748281768048e+00,-1.266475787554345978e+00
-1.704748021499933763e+00,2.999088879351818893e-01,8.573106498949483179e-01,-5.021350341641494630e+00
-4.541539499478497888e+00,-1.457952423434886402e+00,8.022132915825975985e+00,3.965924016467798463e+00
-2.940504205181225128e+00,-2.554667866799227749e+00,8.733356615672059675e+00,-1.004402803286760459e+01
